timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-14T06:17:05.032940+00:00,R1C1-L0-F,1,1,0,front,mushroom,Harvest,False,0.736,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-14T06:17:05.100284+00:00,R1C1-L0-B,1,1,0,back,cabbage,S9,False,0.833,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S4_5,False
2026-09-14T06:17:05.178304+00:00,R1C1-L1-F,1,1,1,front,lettuce,Head formation,False,0.582,schedule_monitoring,low-confidence reading (0.58 < 0.6) -- re-check before trusting it,Head formation,True
2026-09-14T06:17:05.250662+00:00,R1C1-L1-B,1,1,1,back,mushroom,Intermediate,False,0.78,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:17:05.335117+00:00,R1C1-L2-F,1,1,2,front,cabbage,S4_5,True,0.757,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.76,S2_3,False
2026-09-14T06:17:05.435172+00:00,R1C1-L2-B,1,1,2,back,lettuce,Harvest stage,False,0.771,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Leafy growth,False
2026-09-14T06:17:05.520260+00:00,R1C1-L3-F,1,1,3,front,mushroom,Juvenile,False,0.628,schedule_monitoring,healthy but marginal confidence (0.63) -- re-check sooner,Harvest,True
2026-09-14T06:17:05.598211+00:00,R1C1-L3-B,1,1,3,back,cabbage,S8,True,0.753,flag_for_treatment,disease detected at stage 'S8' with confidence 0.75,S9,False
2026-09-14T06:17:05.744918+00:00,R1C0-L3-F,1,0,3,front,cabbage,S9,True,0.86,flag_for_treatment,disease detected at stage 'S9' with confidence 0.86,S6_7,True
2026-09-14T06:17:05.849401+00:00,R1C0-L3-B,1,0,3,back,lettuce,Leafy growth,False,0.857,log_and_continue,"healthy, confident reading (0.86) at stage 'Leafy growth'",Harvest stage,False
2026-09-14T06:17:05.911299+00:00,R1C0-L2-F,1,0,2,front,lettuce,Leafy growth,False,0.863,log_and_continue,"healthy, confident reading (0.86) at stage 'Leafy growth'",Early Growth,False
2026-09-14T06:17:05.964105+00:00,R1C0-L2-B,1,0,2,back,mushroom,Juvenile,False,0.906,log_and_continue,"healthy, confident reading (0.91) at stage 'Juvenile'",Intermediate,False
2026-09-14T06:17:06.026112+00:00,R1C0-L1-F,1,0,1,front,mushroom,Intermediate,False,0.939,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,True
2026-09-14T06:17:06.102469+00:00,R1C0-L1-B,1,0,1,back,cabbage,S4_5,False,0.758,log_and_continue,"healthy, confident reading (0.76) at stage 'S4_5'",S9,False
2026-09-14T06:17:06.164293+00:00,R1C0-L0-F,1,0,0,front,cabbage,S9,True,0.848,flag_for_treatment,disease detected at stage 'S9' with confidence 0.85,S2_3,False
2026-09-14T06:17:06.273310+00:00,R1C0-L0-B,1,0,0,back,lettuce,Early Growth,False,0.598,schedule_monitoring,low-confidence reading (0.60 < 0.6) -- re-check before trusting it,Leafy growth,False
2026-09-14T06:17:06.470009+00:00,R2C0-L0-F,2,0,0,front,cabbage,S6_7,False,0.939,log_and_continue,"healthy, confident reading (0.94) at stage 'S6_7'",S2_3,False
2026-09-14T06:17:06.522163+00:00,R2C0-L0-B,2,0,0,back,lettuce,Head formation,False,0.618,schedule_monitoring,healthy but marginal confidence (0.62) -- re-check sooner,Leafy growth,False
2026-09-14T06:17:06.607982+00:00,R2C0-L1-F,2,0,1,front,mushroom,Juvenile,False,0.558,schedule_monitoring,low-confidence reading (0.56 < 0.6) -- re-check before trusting it,Harvest,True
2026-09-14T06:17:06.683624+00:00,R2C0-L1-B,2,0,1,back,cabbage,S8,False,0.58,schedule_monitoring,low-confidence reading (0.58 < 0.6) -- re-check before trusting it,S9,False
2026-09-14T06:17:06.770356+00:00,R2C0-L2-F,2,0,2,front,lettuce,Leafy growth,False,0.59,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Early Growth,False
2026-09-14T06:17:06.846459+00:00,R2C0-L2-B,2,0,2,back,mushroom,Intermediate,False,0.858,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-14T06:17:06.931355+00:00,R2C0-L3-F,2,0,3,front,cabbage,S6_7,False,0.573,schedule_monitoring,low-confidence reading (0.57 < 0.6) -- re-check before trusting it,S6_7,True
2026-09-14T06:17:07.007186+00:00,R2C0-L3-B,2,0,3,back,lettuce,Head formation,False,0.965,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Harvest stage,False
2026-09-14T06:17:07.122789+00:00,R2C1-L3-F,2,1,3,front,mushroom,Juvenile,False,0.953,log_and_continue,"healthy, confident reading (0.95) at stage 'Juvenile'",Harvest,True
2026-09-14T06:17:07.175587+00:00,R2C1-L3-B,2,1,3,back,cabbage,S8,False,0.874,schedule_monitoring,"healthy, confident, and near harvest ('S8') -- tighten monitoring cadence",S9,False
2026-09-14T06:17:07.260751+00:00,R2C1-L2-F,2,1,2,front,cabbage,S8,False,0.713,schedule_monitoring,"healthy, confident, and near harvest ('S8') -- tighten monitoring cadence",S2_3,False
2026-09-14T06:17:07.337483+00:00,R2C1-L2-B,2,1,2,back,lettuce,Early Growth,False,0.821,log_and_continue,"healthy, confident reading (0.82) at stage 'Early Growth'",Leafy growth,False
2026-09-14T06:17:07.400503+00:00,R2C1-L1-F,2,1,1,front,lettuce,Harvest stage,False,0.86,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Head formation,True
2026-09-14T06:17:07.476474+00:00,R2C1-L1-B,2,1,1,back,mushroom,Harvest,False,0.708,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:17:07.562104+00:00,R2C1-L0-F,2,1,0,front,mushroom,Harvest,False,0.983,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-14T06:17:07.637667+00:00,R2C1-L0-B,2,1,0,back,cabbage,S4_5,True,0.873,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.87,S4_5,False
2026-09-14T06:17:07.786174+00:00,R2C2-L0-F,2,2,0,front,lettuce,Early Growth,False,0.684,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,Early Growth,False
2026-09-14T06:17:07.863360+00:00,R2C2-L0-B,2,2,0,back,mushroom,Harvest,False,0.685,schedule_monitoring,healthy but marginal confidence (0.69) -- re-check sooner,Intermediate,False
2026-09-14T06:17:07.950365+00:00,R2C2-L1-F,2,2,1,front,cabbage,S9,False,0.704,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S6_7,True
2026-09-14T06:17:08.027886+00:00,R2C2-L1-B,2,2,1,back,lettuce,Head formation,True,0.638,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.64,Harvest stage,False
2026-09-14T06:17:08.146559+00:00,R2C2-L2-F,2,2,2,front,mushroom,Harvest,False,0.661,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,Juvenile,False
2026-09-14T06:17:08.224390+00:00,R2C2-L2-B,2,2,2,back,cabbage,S4_5,False,0.683,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,S4_5,False
2026-09-14T06:17:08.310104+00:00,R2C2-L3-F,2,2,3,front,lettuce,Early Growth,True,0.753,flag_for_treatment,disease detected at stage 'Early Growth' with confidence 0.75,Head formation,True
2026-09-14T06:17:08.418000+00:00,R2C2-L3-B,2,2,3,back,mushroom,Intermediate,False,0.813,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,False
